gene_id	gene_name	max_TPM	min_TPM	mean_TPM	median_TPM
ENSG00000241112	RPL29P14	20.5489802529919	0	1.88742582709207	0.560388331942251
ENSG00000241114	AC008280.2	0.482053644000686	0	0.0116572705617155	0
ENSG00000241119	UGT1A9	1.43231099986837	0	0.0110997282151195	0
ENSG00000241120	HMGN1P8	1.83368499034923	0	0.0648937812056135	0
ENSG00000241123	KRTAP10-5	0.143533519900606	0	0.00301297891965159	0
ENSG00000241127	YAE1	2.10963251595714	0	0.320705567653899	0.181421568664005
ENSG00000241128	OR14A2	0.0165187797801341	0	4.48879885329731e-05	0
ENSG00000241129	RPL22P19	0.589645872648446	0	0.0154787299467431	0
ENSG00000241130	AC012100.1	0.294549285815721	0	0.00173447068705013	0
ENSG00000241131	LINC02032	0.149171464279297	0	0.000688414548214385	0
ENSG00000241134	BET1P1	4.25947402131291	0	0.143544416751122	0
ENSG00000241135	LINC00881	0.233239509390403	0	0.0194971654703786	0
ENSG00000241136	PAICSP6	0.150644060605119	0	0.00584253422721662	0
ENSG00000241143	RPL32P9	0.0645084507452163	0	0.000175294703112001	0
ENSG00000241144	RN7SL728P	0	0	0	0
ENSG00000241146	RPL7P41	0.0777089747829059	0	0.000579082141733157	0
ENSG00000241149	AC115220.1	0.034473175542532	0	0.000181360349313283	0
ENSG00000241151	LINC02066	0.165825961890386	0	0.000450614026876048	0
ENSG00000241152	RN7SL720P	0	0	0	0
ENSG00000241155	ARHGAP31-AS1	0.995795662660316	0	0.0492505987295008	0
ENSG00000241156	RN7SL582P	0	0	0	0
ENSG00000241157	AC104763.1	14.0851657828898	0	0.655836092190237	0.317477018301537
ENSG00000241158	ADAMTS9-AS1	0.125161333800014	0	0.00534184978780755	0
ENSG00000241159	RN7SL160P	0.27106895747552	0	0.00125274330810535	0
ENSG00000241162	RN7SL617P	0.491714877988092	0	0.00756773463046105	0
ENSG00000241163	LINC00877	11.536956920191	0.0280001404678424	1.29647056279926	0.818643705062671
ENSG00000241167	RN7SL469P	0.595122107309454	0	0.0143791413403042	0
ENSG00000241168	AC128685.1	0.0520465877215454	0	0.000249925685094907	0
ENSG00000241169	FO393419.2	0.272037632709651	0	0.00363471592057494	0
ENSG00000241170	AP001992.1	28.9582020430284	0.0499259409380035	2.10214032988197	1.4303569558553
ENSG00000241172	RN7SL70P	0.210168436495046	0	0.000571109881780017	0
ENSG00000241174	RN7SL570P	0	0	0	0
ENSG00000241175	RN7SL494P	0.733149900013811	0	0.0140771175899358	0
ENSG00000241179	AC010301.1	0.351483116674535	0	0.00589035849039093	0
ENSG00000241180	AL645608.4	0.0613534218803819	0	0.000383610749128471	0
ENSG00000241183	AC009022.1	0.0494309689604427	0	0.000134323285218594	0
ENSG00000241185	AC005410.1	0.153352081969946	0	0.00668646414417726	0
ENSG00000241186	TDGF1	0.706928003047672	0	0.00696277032202233	0
ENSG00000241187	AC008379.1	0.179014867672486	0	0.0031817389868127	0
ENSG00000241188	RN7SL165P	0.727958665518779	0	0.0165228149331116	0
ENSG00000241198	RN7SL191P	0.126021783922995	0	0.000342450499790747	0
ENSG00000241200	ZNF736P7Y	0.206856710231863	0	0.00194120772322936	0
ENSG00000241202	ZIC4-AS1	0.0659789003844241	0	0.000179290490175065	0
ENSG00000241203	HMGN2P26	0	0	0	0
ENSG00000241204	AC022730.2	0.125986658914283	0	0.000342355051397509	0
ENSG00000241207	AC245047.8	0.139107064746798	0	0.000378008328116299	0
ENSG00000241211	IQCJ-SCHIP1-AS1	0.0298688265253812	0	8.11652894711445e-05	0
ENSG00000241213	LINC02024	0	0	0	0
ENSG00000241216	SNAPC5P1	0.388587944321291	0	0.00322132226121249	0
ENSG00000241217	RN7SL809P	5.55359198008722	0	0.296993702258879	0.071421051730792
ENSG00000241218	AC063944.2	0.190083208945881	0	0.00457218257725606	0
ENSG00000241219	AC078785.2	0.0785453924808103	0	0.00309402039858114	0
ENSG00000241220	AC078788.1	1.1616243793487	0	0.0217426891164877	0
ENSG00000241221	MTND4LP17	0.118100207485696	0	0.000320924476863305	0
ENSG00000241223	RN7SL39P	0	0	0	0
ENSG00000241224	C3orf85	0.0834324922324814	0	0.00106620905468793	0
ENSG00000241225	NMTRS-TGA3-1	0	0	0	0
ENSG00000241226	RN7SL836P	0	0	0	0
ENSG00000241227	RN7SL553P	0.524811227618275	0	0.00142611746635401	0
ENSG00000241228	RPL12P31	0.136225120467787	0	0.0003701769577929	0
ENSG00000241229	RN7SL443P	0.372186634914469	0	0.00256512541823657	0
ENSG00000241230	RN7SL801P	0.272021555870686	0	0.00740571737495122	0
ENSG00000241231	AC022294.1	0.0793067360356113	0	0.000955468430483081	0
ENSG00000241233	KRTAP5-8	2.09787784354537	0	0.0352764697103952	0
ENSG00000241241	KRTAP4-16	0.0971642908483147	0	0.000387082427098998	0
ENSG00000241243	RN7SL629P	0.323464604870054	0	0.00465400792601302	0
ENSG00000241244	IGKV1D-16	77.7725731096856	0	1.42932480578362	0.535595307519073
ENSG00000241246	RN7SL302P	0.223084859157118	0	0.00220525254091138	0
ENSG00000241248	RN7SL727P	0	0	0	0
ENSG00000241250	RPL17P20	0.0816207330060463	0	0.000221795470125126	0
ENSG00000241251	AC090525.1	0.0393911370760228	0	0.000107041133358758	0
ENSG00000241255	AL136126.1	2.26397613043004	0	0.0465253389433944	0
ENSG00000241257	AC124945.1	0	0	0	0
ENSG00000241258	CRCP	31.5650439055441	0.160250745299325	6.06842535864039	5.01908432547815
ENSG00000241261	RPL17P19	0.0580791412418018	0	0.000157823753374461	0
ENSG00000241266	RN7SL82P	0.595122107309454	0	0.0225568745593143	0
ENSG00000241269	AC093620.1	2.14122554290477	0	0.351262611584836	0.220225379700267
ENSG00000241273	RN7SL238P	0	0	0	0
ENSG00000241278	ENPP7P4	0.543958571636556	0	0.0103189242758296	0
ENSG00000241280	AC106712.1	1.05649813977481	0	0.0308930377317159	0
ENSG00000241281	AC010683.1	0.0744804402556226	0	0.000202392500694627	0
ENSG00000241282	RPL34P33	0.245988389122367	0	0.00396982535665941	0
ENSG00000241286	RPL29P25	0.55821284089235	0	0.00530067471397033	0
ENSG00000241288	AC092902.2	0.283581229593922	0	0.0267939234438248	0.0146102823333816
ENSG00000241291	RN7SL791P	0.170007642962191	0	0.000731217257652099	0
ENSG00000241293	PPATP1	0.886789164440563	0	0.0232077077496147	0
ENSG00000241294	IGKV2-24	952.014234732087	0	12.9969599616203	1.90694179321527
ENSG00000241295	ZBTB20-AS2	0.15791101271612	0	0.000914396396692566	0
ENSG00000241305	ACTG1P13	0.881042518713349	0	0.00251697938896589	0
ENSG00000241307	AC104472.2	0.305996526841119	0	0.00548090881629842	0
ENSG00000241313	WWTR1-AS1	0.17750772961243	0	0.00461887040574504	0
ENSG00000241316	SUCLG2-AS1	1.16191733875351	0	0.026793483018392	0.0105690642381799
ENSG00000241317	AL133481.3	0	0	0	0
ENSG00000241318	WDR82P2	0.177069228376876	0	0.00748065440265119	0
ENSG00000241319	SETP6	0.525062444528338	0	0.0101794473117092	0
ENSG00000241322	CDRT1	0.276826671387688	0	0.0124612541447576	0.00665158108410702
ENSG00000241324	AC004930.1	0	0	0	0
ENSG00000241326	AL603962.1	5.77027056889812	0	0.124152459083198	0
ENSG00000241328	LINC02070	0.053621639595289	0	0.000221735654853184	0
ENSG00000241333	RN7SL385P	0.816337961200993	0	0.0364373306571013	0
ENSG00000241334	RPL35AP33	0.465102165793441	0	0.00156969435791845	0
ENSG00000241336	LINC01487	0.1621330138231	0	0.000692074216035925	0
ENSG00000241343	RPL36A	8.06982031835828	0	0.83882384615961	0.498842902746137
ENSG00000241344	RPL21P47	0	0	0	0
ENSG00000241345	AC004690.2	0.0389875820086445	0	0.000325640747729784	0
ENSG00000241346	SNRPCP11	0.0852314945607588	0	0.000231607322175975	0
ENSG00000241347	RN7SL466P	0.194003819644234	0	0.000527184292511506	0
ENSG00000241350	PMS2P11	1.11723350360438	0	0.069187200746707	0
ENSG00000241351	IGKV3-11	501.507670877872	0	23.9015701370051	10.312369866744
ENSG00000241352	AC007688.1	0.614008392786598	0	0.0186398761022807	0
ENSG00000241353	PPP1R2P4	0.186117916727424	0	0.000505755208498434	0
ENSG00000241354	AL049874.1	0	0	0	0
ENSG00000241356	OR5G3	0	0	0	0
ENSG00000241357	AC092849.2	4.93300288436466	0	0.161682253133124	0
ENSG00000241358	AC069528.1	0.177982119005928	0	0.0037461678442907	0
ENSG00000241359	SYNPR-AS1	0	0	0	0
ENSG00000241360	PDXP	8.3904399852263	0	0.574039996343181	0.236424058137632
ENSG00000241361	SLC25A24P1	0.461117909329879	0	0.00904362611502496	0
ENSG00000241362	RPL36AP43	0.998392576718309	0	0.0251052526619956	0
ENSG00000241367	RPL7AP23	0.0933290942305185	0	0.000501658319658572	0
ENSG00000241369	LINC01192	0.0104123695893065	0	6.89467505794024e-05	0
ENSG00000241370	RPP21	15.6172093216337	0.11073032486085	2.76485248661574	2.18703217413189
ENSG00000241383	LINC01997	0	0	0	0
ENSG00000241385	AC023245.1	0	0	0	0
ENSG00000241388	HNF1A-AS1	0.242634762253485	0	0.00511735249638691	0
ENSG00000241391	RN7SL234P	0	0	0	0
ENSG00000241392	RN7SL205P	0	0	0	0
ENSG00000241395	RN7SL344P	0.636614828670714	0	0.0174241995713542	0
ENSG00000241397	LINC00903	0	0	0	0
ENSG00000241399	CD302	88.3473946245461	0.0776012507720501	7.84303698869888	3.61376803672121
ENSG00000241400	AC022215.1	0.540910651292788	0	0.00780986686779845	0
ENSG00000241404	EGFL8	6.56030016355553	0	0.522665593621664	0.31083561262771
ENSG00000241406	RN7SL515P	0.315910261879575	0	0.00286624211319467	0
ENSG00000241409	AC064852.1	0.1939642160819	0	0.00474079645037778	0
ENSG00000241411	AC104619.1	0.394910769889224	0	0.0169363593541891	0
ENSG00000241413	RN7SL441P	0.889366950698615	0	0.0340516991201076	0
ENSG00000241416	KRT8P13	0.0806263281809943	0	0.000662156056404068	0
ENSG00000241418	MCRIP2P1	0.212755897401246	0	0.00322815823045461	0
ENSG00000241420	RN7SL505P	1.5372962293407	0	0.0643111081605949	0
ENSG00000241423	RPL21P103	0.172783824136662	0	0.000469521261240928	0
ENSG00000241429	EEF1A1P25	1.83911748273492	0	0.209759272553649	0.136922472198634
ENSG00000241431	RPL37P6	0.589697523871021	0	0.0225835416047659	0
ENSG00000241434	AC022137.1	0.487107826577078	0	0.0050265912492905	0
ENSG00000241438	TDGF1P6	0.4458337469691	0	0.020045949771709	0
ENSG00000241439	AC092903.1	0.376533969432692	0	0.00215185025007251	0
ENSG00000241449	AC092666.1	0.119511592097471	0	0.00262261229715972	0
ENSG00000241451	RPS27P22	0	0	0	0
ENSG00000241456	AC005996.1	0.0623792471999459	0	0.000169508823912896	0
ENSG00000241457	PLSCR5-AS1	0.0482877686043942	0	0.000131216762511941	0
ENSG00000241458	RPL7P19	25.2381811161525	0	0.635557582053491	0.300761144896077
ENSG00000241459	RN7SL185P	0.595122107309454	0	0.011289686961408	0
ENSG00000241461	RN7SL182P	0.325326038445215	0	0.00792285050848404	0
ENSG00000241462	AC100832.1	0.240675032243713	0	0.000823472314030877	0
ENSG00000241464	RPL39P38	0.743353721118421	0	0.0228936415606724	0
ENSG00000241465	GAGE12I	1.71689857851258	0	0.046540874500412	0
ENSG00000241468	ATP5MF	77.1030414908224	0.947806560886902	12.8243770075675	9.44111674652198
ENSG00000241469	LINC00635	0.029362518155972	0	0.000776920930888896	0
ENSG00000241472	PTPRG-AS1	0.0610323191021386	0	0.00304678749856629	0
ENSG00000241473	AC108734.2	0.280585664707891	0	0.0118881574696089	0
ENSG00000241475	AL160408.4	0.0347487112201201	0	9.44258457068482e-05	0
ENSG00000241476	SSX2	0.10121243988272	0	0.004247042997404	0
ENSG00000241478	HSPA8P9	0.108275890033416	0	0.0073761371325807	0
ENSG00000241479	AC074033.1	0.202441702355347	0	0.00101447830654303	0
ENSG00000241481	AC159540.2	7.05042704439085	0	0.192391475542674	0
ENSG00000241484	ARHGAP8	1.08958803970447	0	0.0602404339668395	0.0190251919143735
ENSG00000241487	RN7SL586P	0	0	0	0
ENSG00000241489	AC244197.3	41.099899768689	0	2.07912624447886	0.472059054248177
ENSG00000241490	AC093010.2	3.11435543755172	0	0.101056291278148	0.0335998735990829
ENSG00000241493	AC018638.3	0.563390067176068	0	0.00153095126950018	0
ENSG00000241494	AL355032.1	0.741824046302126	0	0.0354716713010135	0
ENSG00000241499	AL132838.2	1.51402367847832	0	0.0726495066405741	0
ENSG00000241500	RN7SL256P	0.401497466134568	0	0.00394770948137011	0
ENSG00000241505	AL391645.1	0	0	0	0
ENSG00000241506	PSMC1P1	204.709758299215	1.01471905009611	39.0419890359578	29.789316802305
ENSG00000241511	RPS15AP24	3.74321219526447	0	0.154230825347803	0.0636668110834304
ENSG00000241520	AC098820.3	0.972063743391645	0	0.0442392109949598	0
ENSG00000241524	RN7SL632P	0.272642546358475	0	0.00074087648466977	0
ENSG00000241525	AC141424.1	1.25524051523412	0	0.0423400749125874	0
ENSG00000241526	AC112771.1	1.77512965367553	0	0.0654199202768288	0
ENSG00000241527	CA15P1	2.74492729240747	0	0.143629270645674	0.0383024557668789
ENSG00000241529	RN7SL767P	1.99405195805165	0	0.0531095071454571	0
ENSG00000241532	AGGF1P3	0.195581580691879	0	0.0011041218552219	0
ENSG00000241535	CBX5P1	0.801994854472555	0	0.0176839410813576	0
ENSG00000241536	RP11-381G8.1	0.307952849664	0	0.00409121070918706	0
ENSG00000241537	AC134050.1	0.347442773784665	0	0.00440874475181917	0
ENSG00000241539	AC079804.1	0	0	0	0
ENSG00000241542	RN7SL369P	0.514384514486786	0	0.00231434042231407	0
ENSG00000241544	LINC02029	0.667112620715287	0	0.0157408268320117	0
ENSG00000241546	AC092910.2	0.358447586644228	0	0.00553564622502678	0
ENSG00000241547	ACTG1P20	4.3151145381947	0	0.183310859404405	0.0772171975540658
ENSG00000241549	GUSBP2	6.60081258184492	0	0.65994991360851	0.419806462617504
ENSG00000241550	RN7SL41P	0	0	0	0
ENSG00000241552	RN7SL58P	0	0	0	0
ENSG00000241553	ARPC4	287.941543883492	2.07456907659534	74.0965911257749	58.9592781577669
ENSG00000241556	AC018475.1	138.164745411133	1.67187384289802	23.9146895570556	17.7231817078319
ENSG00000241560	ZBTB20-AS1	1.91598387585453	0	0.121004978486259	0.0438929275876827
ENSG00000241562	RPL7P5	0.0287989670401577	0	7.82580626091242e-05	0
ENSG00000241563	CORT	1.04973653707632	0	0.0602731877758583	0.0319228818737944
ENSG00000241566	IGKV2D-24	136.901556264012	0	1.83702475742653	0.266389902357811
ENSG00000241568	RN7SL338P	0.525023805273629	0	0.0155948746230492	0
ENSG00000241570	PAQR9-AS1	0.112155462867595	0	0.00500702113291355	0
ENSG00000241571	ATP5F1AP7	0.814794504752596	0	0.0360025532856982	0
ENSG00000241572	PRICKLE2-AS1	0.0467279941318176	0	0.000217110212519453	0
